Chain,Park,Name,Height,Speed,Length,Inversions,URL
Parques Reunidos,Parque de Atracciones,TNT Tren de la Mina,55.8,35.0,1476.4,0,https://rcdb.com/10402.htm
Parques Reunidos,Parque de Atracciones,Padrinos Voladores,20.3,7.8,360.9,0,https://rcdb.com/3922.htm
Parques Reunidos,Parque de Atracciones,Tarántula,83.7,42.3,2066.9,0,https://rcdb.com/2924.htm
Parques Reunidos,Parque Warner Madrid,Shadows of Arkham,105.0,49.7,2700.2,5,https://rcdb.com/1365.htm
Parques Reunidos,Parque Warner Madrid,Batman Gotham City Escape,147.6,64.0,3313.6,4,https://rcdb.com/20019.htm
Parques Reunidos,Parque Warner Madrid,Superman / la Atracción de Acero,164.1,62.1,3608.9,7,https://rcdb.com/1366.htm
Parques Reunidos,Parque Warner Madrid,"Correcaminos Bip, Bip",52.5,37.3,1574.8,0,https://rcdb.com/3520.htm
Parques Reunidos,Parque Warner Madrid,Coaster Express,120.0,59.0,4574.0,0,https://rcdb.com/1368.htm
Parques Reunidos,Parque Warner Madrid,Stunt Fall,177.2,61.5,1204.1,3,https://rcdb.com/1369.htm
Parques Reunidos,Parque Warner Madrid,Tom y Jerry,26.3,22.4,1181.1,0,https://rcdb.com/1367.htm
Parques Reunidos,TusenFryd,Thundercoaster,,57.8,3116.8,0,https://rcdb.com/1042.htm
Parques Reunidos,TusenFryd,HuriHuri,18.0,15.5,403.5,0,https://rcdb.com/20000.htm
Parques Reunidos,TusenFryd,SuperSplash,95.2,46.6,1049.8,0,https://rcdb.com/1900.htm
Parques Reunidos,TusenFryd,Storm - The Dragon Legend,109.9,59.0,1181.1,3,https://rcdb.com/20266.htm
Parques Reunidos,TusenFryd,Speed Monster,101.8,55.9,2263.8,3,https://rcdb.com/3245.htm
Parques Reunidos,TusenFryd,Western-Expressen,42.7,28.5,1099.1,0,https://rcdb.com/10448.htm
Parques Reunidos,TusenFryd,Loopen,68.9,43.5,1509.2,2,https://rcdb.com/1043.htm
Other,Efteling,Vogel Rok,65.6,40.4,2460.6,0,https://rcdb.com/900.htm
Other,Efteling,Baron 1898,98.4,55.9,1643.7,2,https://rcdb.com/12083.htm
Other,Efteling,Python,95.0,46.6,2460.6,4,https://rcdb.com/897.htm
Other,Efteling,Vliegende Hollander,73.8,43.5,1377.9,0,https://rcdb.com/3291.htm
Other,Efteling,Max + Moritz,19.7,22.4,984.3,0,https://rcdb.com/16697.htm
Other,Efteling,Joris en de Draak,72.4,46.6,2585.0,0,https://rcdb.com/4526.htm
Other,Nagashima Spa Land,Ultra Twister / ウルトラツイスター,,,,3,https://rcdb.com/15562.htm
Other,Nagashima Spa Land,Peter Rabbit Coaster / ピーターラビットコースター,14.1,15.5,502.0,0,https://rcdb.com/10873.htm
Other,Nagashima Spa Land,Corkscrew / コークスクリュー,,,1279.5,2,https://rcdb.com/15561.htm
Other,Nagashima Spa Land,Children Coaster / チルドレンコースター,19.7,19.9,652.9,0,https://rcdb.com/1181.htm
Other,Nagashima Spa Land,Shuttle Loop / シャトルループ,137.8,57.0,863.0,1,https://rcdb.com/1177.htm
Other,Nagashima Spa Land,Hakugei / 白鯨,180.4,66.5,5019.7,3,https://rcdb.com/15515.htm
Other,Nagashima Spa Land,Looping Star / ルーピングスター,80.4,47.8,1942.3,1,https://rcdb.com/1178.htm
Other,Nagashima Spa Land,Arashi / 嵐,120.0,38.0,1019.0,0,https://rcdb.com/14052.htm
Other,Nagashima Spa Land,Wild Mouse / ワイルドマウス,45.9,28.0,1213.9,0,https://rcdb.com/1176.htm
Other,Nagashima Spa Land,Acrobat / アクロバット,141.1,55.9,3349.8,4,https://rcdb.com/12272.htm
Other,Nagashima Spa Land,Jet Coaster / ジェットコースター,,,,0,https://rcdb.com/1180.htm
Other,Nagashima Spa Land,Steel Dragon 2000 / スチールドラゴン2000,318.2,95.0,8133.2,0,https://rcdb.com/1173.htm
Other,Nagashima Spa Land,Wild Mouse / ワイルドマウス,45.9,28.0,1213.9,0,https://rcdb.com/2558.htm
Other,Europa Park,Schweizer Bobbahn,62.3,31.1,1597.8,0,https://rcdb.com/974.htm
Other,Europa Park,Matterhorn Blitz,52.5,35.0,1256.6,0,https://rcdb.com/971.htm
Other,Europa Park,Arthur,44.3,19.3,1656.8,0,https://rcdb.com/11114.htm
Other,Europa Park,Atlantica SuperSplash,98.4,49.7,1279.5,0,https://rcdb.com/2928.htm
Other,Europa Park,Voltron,106.6,62.1,4544.0,7,https://rcdb.com/7121.htm
Other,Europa Park,Wodan Timbur Coaster,131.2,62.1,3444.9,0,https://rcdb.com/10018.htm
Other,Europa Park,Poseidon,75.5,43.5,2742.8,0,https://rcdb.com/1891.htm
Other,Europa Park,Alpenexpress Enzian,,,,0,https://rcdb.com/21331.htm
Other,Europa Park,Silver Star,239.5,78.9,5315.0,0,https://rcdb.com/1414.htm
Other,Europa Park,Euro Mir,92.0,49.7,3215.3,0,https://rcdb.com/972.htm
Other,Europa Park,Ba-a-a-Express,9.8,,219.8,0,https://rcdb.com/13654.htm
Other,Europa Park,Eurosat - CanCan Coaster,83.7,37.3,3024.8,0,https://rcdb.com/973.htm
Other,Europa Park,Pegasus,42.7,40.4,1312.3,0,https://rcdb.com/3403.htm
Other,Europa Park,blue fire Megacoaster,124.7,62.1,3464.5,4,https://rcdb.com/4074.htm
Other,Port Adventura,Stampida,84.0,46.0,3127.0,0,https://rcdb.com/759.htm
Other,Port Adventura,Tami-Tami,27.9,21.7,679.1,0,https://rcdb.com/763.htm
Other,Port Adventura,Dragon Khan,148.0,65.0,4165.0,8,https://rcdb.com/760.htm
Other,Port Adventura,Tomahawk,44.0,30.0,1444.0,0,https://rcdb.com/761.htm
Other,Port Adventura,Shambhala,249.3,83.3,5131.3,0,https://rcdb.com/10239.htm
Other,Port Adventura,Diablo - Tren de la Mina,54.0,,3306.0,0,https://rcdb.com/762.htm
Other,Port Adventura,Furius Baco,,83.9,2788.8,1,https://rcdb.com/3430.htm
Other,Port Adventura,Uncharted: The Enigma of Penitence,39.4,,2296.6,0,https://rcdb.com/20465.htm
Other,Phantasialand,Colorado Adventure,85.3,31.1,4199.5,0,https://rcdb.com/978.htm
Other,Phantasialand,Black Mamba,85.3,49.7,2519.7,4,https://rcdb.com/3117.htm
Other,Phantasialand,F.L.Y.,64.0,48.5,4048.6,2,https://rcdb.com/15201.htm
Other,Phantasialand,Taron,98.4,72.7,4330.8,0,https://rcdb.com/12723.htm
Other,Phantasialand,Crazy Bats,38.4,28.9,3855.0,0,https://rcdb.com/980.htm
Other,Phantasialand,Winjas,57.1,37.3,1345.1,0,https://rcdb.com/1235.htm
Other,Phantasialand,Raik,82.0,38.5,685.7,0,https://rcdb.com/13689.htm
Other,Nickelodeon Universe,Timmy's Half-Pipe Havoc,,,,0,https://rcdb.com/16794.htm
Other,Nickelodeon Universe,TMNT Shellraiser,141.0,62.1,3280.8,7,https://rcdb.com/15594.htm
Other,Nickelodeon Universe,Nickelodeon Slime Streak,70.0,37.0,1263.0,0,https://rcdb.com/16775.htm
Other,Nickelodeon Universe,Sandy’s Blasting Bronco,85.3,47.8,1607.6,4,https://rcdb.com/16793.htm
Other,Nickelodeon Universe,Shredder,85.0,36.0,2247.0,0,https://rcdb.com/15600.htm
Other,Fuji-Q Highland,Fujiyama / フジヤマ,259.2,80.8,6708.7,0,https://rcdb.com/1190.htm
Other,Fuji-Q Highland,Voyage Dans Le Ciel / リサとガスパールのそらたびにっき,75.5,31.1,1574.8,0,https://rcdb.com/1193.htm
Other,Fuji-Q Highland,Zokkon / ぞっこん,,45.4,3937.0,0,https://rcdb.com/16186.htm
Other,Fuji-Q Highland,Eejanaika / ええじゃないか,249.3,78.3,3782.8,3,https://rcdb.com/3254.htm
Other,Fuji-Q Highland,Takabisha / 高飛車,141.0,62.1,3280.8,7,https://rcdb.com/9795.htm
Other,Fuji-Q Highland,Nia and Animal Coaster / ニアとアニマルコースター,,11.2,262.5,0,https://rcdb.com/1503.htm
Other,Energylandia,Viking Roller Coaster,36.1,26.7,1017.1,0,https://rcdb.com/12262.htm
Other,Energylandia,Frutti Loop Coaster,,,,0,https://rcdb.com/12071.htm
Other,Energylandia,Zadra,206.0,75.2,4317.6,3,https://rcdb.com/16184.htm
Other,Energylandia,Roller Coaster Mayan,109.3,49.7,2260.5,5,https://rcdb.com/12263.htm
Other,Energylandia,Circus Coaster,,,,0,https://rcdb.com/14350.htm
Other,Energylandia,Choco Chip Creek,54.1,34.2,3937.0,0,https://rcdb.com/17766.htm
Other,Energylandia,Dragon Roller Coaster,63.3,47.0,1486.2,0,https://rcdb.com/12264.htm
Other,Energylandia,Energuś,42.7,28.5,1099.1,0,https://rcdb.com/12070.htm
Other,Energylandia,Hyperion,252.6,88.2,4757.2,1,https://rcdb.com/14462.htm
Other,Energylandia,Abyssus,126.3,62.1,4317.6,4,https://rcdb.com/17412.htm
Other,Energylandia,Light Explorers,79.4,37.3,780.8,0,https://rcdb.com/18210.htm
Other,Energylandia,Boomerang,75.5,37.3,672.6,0,https://rcdb.com/14192.htm
Other,Energylandia,Draken,,,,0,https://rcdb.com/16722.htm
Other,Energylandia,Happy Loops,23.0,18.6,370.8,0,https://rcdb.com/15003.htm
Other,Energylandia,Formuła,81.4,49.2,1837.3,3,https://rcdb.com/12362.htm
Other,Energylandia,Frida,42.7,27.7,810.4,0,https://rcdb.com/17207.htm
Other,Energylandia,Honey Harbour,38.4,28.6,833.3,0,https://rcdb.com/19656.htm
Other,Energylandia,Speed,164.0,62.8,2253.9,0,https://rcdb.com/14352.htm
Other,Energylandia,Mars,19.7,,393.7,0,https://rcdb.com/12572.htm
Other,Liseberg,Helix,134.5,62.1,4530.8,7,https://rcdb.com/11048.htm
Other,Liseberg,Valkyria,154.2,65.2,2296.6,3,https://rcdb.com/14301.htm
Other,Liseberg,Luna,109.9,42.3,794.0,0,https://rcdb.com/19785.htm
Other,Liseberg,Stampbanan,10.8,12.3,176.5,0,https://rcdb.com/10779.htm
Other,Liseberg,Rabalder,29.5,24.2,728.3,0,https://rcdb.com/4354.htm
Other,Liseberg,Lisebergbanan,147.7,49.7,4397.0,0,https://rcdb.com/1061.htm
Other,Liseberg,Balder,118.1,55.9,3510.5,0,https://rcdb.com/1562.htm
Other,Hersheypark,Sooperdooperlooper,57.0,45.0,2614.0,1,https://rcdb.com/108.htm
Other,Hersheypark,Jolly Rancher Remix,116.5,47.0,935.0,3,https://rcdb.com/109.htm
Other,Hersheypark,Candymonium,210.0,76.0,4636.0,0,https://rcdb.com/16682.htm
Other,Hersheypark,Comet,84.0,50.0,3360.0,0,https://rcdb.com/106.htm
Other,Hersheypark,Skyrush,200.0,75.0,3600.0,0,https://rcdb.com/10089.htm
Other,Hersheypark,Trailblazer,,,,0,https://rcdb.com/107.htm
Other,Hersheypark,Fahrenheit,121.0,58.0,2700.0,6,https://rcdb.com/4049.htm
Other,Hersheypark,Lightning Racer,91.6,51.1,3393.0,0,https://rcdb.com/597.htm
Other,Hersheypark,Wild Mouse,45.9,28.0,1213.9,0,https://rcdb.com/539.htm
Other,Hersheypark,Laff Trakk,51.0,40.0,1400.0,0,https://rcdb.com/12270.htm
Other,Hersheypark,Storm Runner,150.0,72.0,2600.0,3,https://rcdb.com/2498.htm
Other,Hersheypark,Wildcat's Revenge,140.0,62.0,3510.0,4,https://rcdb.com/20462.htm
Other,Hersheypark,Great Bear,90.0,58.0,2800.0,4,https://rcdb.com/468.htm
Other,Hersheypark,Cocoa Cruiser,,,,0,https://rcdb.com/11833.htm
Other,Holiday World,Thunderbird,140.0,60.0,3035.0,4,https://rcdb.com/12260.htm
Other,Holiday World,Good Gravy!,77.0,37.0,721.8,0,https://rcdb.com/21070.htm
Other,Holiday World,Raven,80.0,48.0,2800.0,0,https://rcdb.com/136.htm
Other,Holiday World,Howler,13.0,,262.5,0,https://rcdb.com/555.htm
Other,Holiday World,Legend,99.0,59.0,4042.0,0,https://rcdb.com/582.htm
Other,Holiday World,Voyage,159.0,67.0,6442.0,0,https://rcdb.com/3231.htm
Other,Silverwood,Timber Terror,85.0,55.0,2700.0,0,https://rcdb.com/176.htm
Other,Silverwood,Corkscrew,70.0,46.0,1250.0,2,https://rcdb.com/178.htm
Other,Silverwood,Stunt Pilot,105.0,52.0,1800.0,3,https://rcdb.com/18691.htm
Other,Silverwood,Aftershock,177.2,61.5,1204.1,3,https://rcdb.com/4155.htm
Other,Silverwood,Tiny Toot,,,,0,https://rcdb.com/549.htm
Other,Silverwood,Krazy Koaster,14.0,,190.0,0,https://rcdb.com/11938.htm
Other,Silverwood,Tremors,85.0,50.0,3158.0,0,https://rcdb.com/550.htm
Other,Lagoon,Roller Coaster,62.0,45.0,2500.0,0,https://rcdb.com/196.htm
Other,Lagoon,Cannibal,197.0,72.0,2759.0,3,https://rcdb.com/11579.htm
Other,Lagoon,Spider,50.8,37.3,1391.1,0,https://rcdb.com/2164.htm
Other,Lagoon,Primordial,85.3,40.4,1984.9,0,https://rcdb.com/17035.htm
Other,Lagoon,Wicked,110.0,55.0,2050.5,1,https://rcdb.com/3534.htm
Other,Lagoon,Puff the Little Fire Dragon,10.8,16.2,197.5,0,https://rcdb.com/199.htm
Other,Lagoon,Colossus the Fire Dragon,86.9,49.1,2296.6,2,https://rcdb.com/197.htm
Other,Lagoon,Bombora,45.0,31.0,1040.0,0,https://rcdb.com/9223.htm
Other,Lagoon,Bat,48.6,26.0,1122.0,0,https://rcdb.com/2954.htm
Other,Lagoon,Wild Mouse,49.3,28.0,1213.9,0,https://rcdb.com/507.htm
Other,Knoebels,Phoenix,78.0,45.0,3200.0,0,https://rcdb.com/143.htm
Other,Knoebels,Flying Turns,50.0,24.0,1300.0,0,https://rcdb.com/3458.htm
Other,Knoebels,Impulse,98.0,55.0,1975.0,4,https://rcdb.com/12000.htm
Other,Knoebels,Black Diamond,35.0,,,0,https://rcdb.com/4454.htm
Other,Knoebels,Kozmo's Kurves,,,,0,https://rcdb.com/4453.htm
Other,Knoebels,Twister,101.6,51.5,3900.0,0,https://rcdb.com/546.htm
Other,Mt. Olympus Water & Theme Park,Cyclops,70.0,58.0,1900.0,0,https://rcdb.com/161.htm
Other,Mt. Olympus Water & Theme Park,Hades 360,136.0,60.0,4746.0,1,https://rcdb.com/2667.htm
Other,Mt. Olympus Water & Theme Park,Pegasus,60.0,,,0,https://rcdb.com/279.htm
Other,Mt. Olympus Water & Theme Park,Zeus,90.0,60.0,2900.0,0,https://rcdb.com/280.htm
Other,Mt. Olympus Water & Theme Park,Little Titans,16.0,,416.0,0,https://rcdb.com/711.htm
Other,Pleasure Beach Blackpool,Avalanche,,,1490.0,0,https://rcdb.com/789.htm
Other,Pleasure Beach Blackpool,Nickelodeon Streak,61.0,35.0,2293.0,0,https://rcdb.com/793.htm
Other,Pleasure Beach Blackpool,Big Dipper,60.0,,3300.0,0,https://rcdb.com/790.htm
Other,Pleasure Beach Blackpool,Blue Flyer,,,1099.1,0,https://rcdb.com/797.htm
Other,Pleasure Beach Blackpool,Infusion,109.3,49.7,2260.5,5,https://rcdb.com/3672.htm
Other,Pleasure Beach Blackpool,Steeplechase,,,,0,https://rcdb.com/795.htm
Other,Pleasure Beach Blackpool,Big One,213.0,74.0,5497.0,0,https://rcdb.com/775.htm
Other,Pleasure Beach Blackpool,Revolution,56.0,45.0,635.0,1,https://rcdb.com/788.htm
Other,Pleasure Beach Blackpool,Icon,88.5,52.8,3750.0,1,https://rcdb.com/14312.htm
Other,Pleasure Beach Blackpool,Grand National,62.0,40.0,3302.0,0,https://rcdb.com/792.htm
